BOS 我昨天成交27000，光手续费就47多，这佣金手续费太高了 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你好，开会时佣金说是万二五，怎么成千三了 EOS\	O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 应该自动给客户调 EOS\	O O O O O O O O O commission_adjust
BOS 等大家转户吗 EOS\	O O O O O O O commission_adjust
BOS 你好 我在齐鲁证券正阳路营业部开户 佣金和国泰君安相比 高出很多 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我这佣金交易费有点高啊 EOS\	O O O O O O O O O O O O commission_adjust
BOS 你好，我查了我的佣金，竟然有万12高得离谱啊 EOS\	O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 现在都是万2.5 EOS\	O O O O O O O O O commission_adjust
BOS 可以下调吗您好，我的交易费用 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 能降低交易税的税率吗？ EOS\	O O O O O O O O O O O O commission_adjust
BOS 谢谢，但是我知道有万二的交易费。怎么样才能调下来，需要办理什么样的手续。 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 那我的佣金可以改吗 EOS\	O O O O O O O O O O commission_adjust
BOS 我的佣金太高 EOS\	O O O O O O O commission_adjust
BOS 费率还这么高 EOS\	O O O O O O O commission_adjust
BOS 赶紧给我下调 EOS\	O O O O O O O commission_adjust
BOS 我的交易手续费怎么不一样 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 我现在交易的手续费能调低吗 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 我这股票去手续费很贵 EOS\	O O O O O O O O O O O commission_adjust
BOS 手续费你们是不是可以调 EOS\	O O O O O O O O O O O O commission_adjust
BOS 你好，我的手续费为什么是万五？不是同同花顺开户2.5来么，这么坑 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你好，我是手机开户的，之前在海通证券。佣金居然是千分之三，不都是万分之三吗？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 手续费还是万8，能调到万3不 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 您好，我的账户手续费好像还是千分之一点多，现在不都是万2.5左右吗？能调吗？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 请问手续费有千分之一，还有万分之八，怎么我的手续费还是千分之一点五 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我查了怎么是千分之二呢 EOS\	O O O O O O O O O O O O commission_adjust
BOS 还有，怎么降佣金呢 EOS\	O O O O O O O O O O commission_adjust
BOS 现在不是降低了吗？ EOS\	O O O O O O O O O O commission_adjust
BOS 我的手续费能往下调不 EOS\	O O O O O O O O O O O commission_adjust
BOS 您好，佣金怎么调整 EOS\	O O O O O O O O O O commission_adjust
BOS 我的佣金太高了 EOS\	O O O O O O O O commission_adjust
BOS 我想问一下我的手续费高在网上能修改吗 EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 另外我的账户是否可以调整成万2.5 目前万3 EOS\	O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 不调整佣金那我取消 EOS\	O O O O O O O O O O commission_adjust
BOS 我之前户时是万3现在新开户都2.5 能改吗？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 今年以妻子的名义又开了一个户，但是佣金太高，不给调节，没办法到 安信 开了一个，也不用讲价，直接万三。虽然用中泰得心应手，但是 太费钱了。 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我的佣金千三，能改不， EOS\	O O O O O O O O O O O O commission_adjust
BOS 我的手续费都千分之2.4了 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 手续费怎么调低 EOS\	O O O O O O O O commission_adjust
BOS 手续费可以下调吗 EOS\	O O O O O O O O O commission_adjust
BOS 交易手续费能更改不？我的比例有点 EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 手续费高 EOS\	O O O O O commission_adjust
BOS 降低佣金 EOS\	O O O O O commission_adjust
BOS 这个我怎么降低佣金 EOS\	O O O O O O O O O O commission_adjust
BOS 佣金费率是否都降到。.0.00003了 EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你好，刘经理，我听说这个交易手续费是可以调到千分之二的？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你们的佣金怎比别人高 EOS\	O O O O O O O O O O O commission_adjust
BOS 上次我咨询交易费率，客服给我回复是万分之一 EOS\	O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你好，交易手续费能下调吗 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 你们的太高了 EOS\	O O O O O O O commission_adjust
BOS 一年没挣多少，交易费2万多 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 孙经理，我的账户那天你给我开的，麻烦你看看我的交割单，费用怎么这么高？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 亲，佣金太高了，能改低一下不 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 我的手续费能降低一些吗？ EOS\	O O O O O O O O O O O O O commission_adjust
BOS 我现在手续费率是千三的，能降吗？ EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 手续费率能降低吗 EOS\	O O O O O O O O O commission_adjust
BOS 怎么才能把交易税降到万三 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 为什么我的股票交易佣金那么高 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 为什么我们这边的费用要比东吴的高出四分之一 EOS\	O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你好，请问我的手续费能不能降低一点呢。我周围的同事都比我的低呢。 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 能调低手续费么 EOS\	O O O O O O O O commission_adjust
BOS 能调低手续费么 EOS\	O O O O O O O O commission_adjust
BOS 能调低手续费么 EOS\	O O O O O O O O commission_adjust
BOS 你好我想把费用调低 EOS\	O O O O O O O O O O commission_adjust
BOS 你好，我想问下我这交易费用怎么高能低点不。 EOS\	O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你们怎么搞的，我的手续费还按千分之三呢 EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我想问你自有资金50万以上佣金能降低到万几？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 不是万二五么 EOS\	O O O O O O O commission_adjust
BOS 我想降低下A股交易手续费 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 可以降低对吧 EOS\	O O O O O O O commission_adjust
BOS 佣金万六，怎么这么高，不降只好换券商了 EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 请求降低交易费用 EOS\	O O O O O O O O O commission_adjust
BOS 我的账户交易手续费用可以调整么？ EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 老客户了，我的手续费还这么贵 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 同事的都降到万分之三和万分之2.5，请问咱证劵的能降低吗？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 为什么看你们宣传是万分之2.5.怎么又变成千分之三了 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 给我的手续费降低点 EOS\	O O O O O O O O O O commission_adjust
BOS 前几天网上开户，实际成交的佣金为什么那么高 EOS\	O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 是可以调整的吗 EOS\	O O O O O O O O commission_adjust
BOS 我是感觉太高了 EOS\	O O O O O O O O commission_adjust
BOS 我这个 账户。手续费 怎么是万3 EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 怎样才能调低手续费 EOS\	O O O O O O O O O O commission_adjust
BOS 最低费率是多少 EOS\	O O O O O O O O commission_adjust
BOS 佣金费率最低可以降低到多少 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 我的交易费可以调低吗 EOS\	O O O O O O O O O O O commission_adjust
BOS 佣金最低能到多少 EOS\	O O O O O O O O O commission_adjust
BOS 已有贵公司账户，佣金是万分之五，怎么调整到万分之二点五？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我是贵公司的老客户，想调整佣金到万分2.5 EOS\	O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 佣金有点高，你能给调一下吗？ EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 你好，我的手续费是不是太高 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 交易费能不能改成万3 EOS\	O O O O O O O O O O O commission_adjust
BOS 为什么费用那么高 EOS\	O O O O O O O O O commission_adjust
BOS 我上周三在枣庄市台儿庄营业厅申请调低佣金的申请，说是三个工作日调整好，为什么还没调？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我上周三在枣庄市台儿庄营业厅申请调低佣金的申请，说是三个工作日调整好，为什么还没调？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我的佣金千分之三，现在别家都万分之三，差太多，如何更换？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我的佣金太高了，怎么能降低一下 EOS\	O O O O O O O O O O O O O O O O commission_adjust
BOS 我的交易费用怎么这么贵 EOS\	O O O O O O O O O O O O commission_adjust
BOS 人家只有万二点五 EOS\	O O O O O O O O O commission_adjust
BOS 人家只有万二点五 EOS\	O O O O O O O O O commission_adjust
BOS 人家只有万二点五 EOS\	O O O O O O O O O commission_adjust
BOS 能不能降一下交易的佣金？ EOS\	O O O O O O O O O O O O O commission_adjust
BOS 我想如果改了手续费会有短信提示么 EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 不是可以改成万3么 EOS\	O O O O O O O O O O commission_adjust
BOS 我的交易手续费怎么这么高 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 能降佣吗 EOS\	O O O O O commission_adjust
BOS 在吗？我佣金怎么是万五？？？？！！！！ EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 在吗？我佣金怎么是万五？？？？！！！！ EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 那转别家证券才万五 EOS\	O O O O O O O O O O commission_adjust
BOS 降佣多久时间可以办好？？ EOS\	O O O O O O O O O O O O O commission_adjust
BOS 你好   股票交易手续费能不能降一些？千三太高了。 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 怎么调低佣金 EOS\	O O O O O O O commission_adjust
BOS 我的交易手续费太高 EOS\	O O O O O O O O O O commission_adjust
BOS 能降低吗 EOS\	O O O O O commission_adjust
BOS 我就想知道能不能便宜点 EOS\	O O O O O O O O O O O O commission_adjust
BOS 我的手续费能降到万3吗？ EOS\	O O O O O O O O O O O O O commission_adjust
BOS Please change my rate EOS\	O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 麻烦把我的佣金修改了 EOS\	O O O O O O O O O O O commission_adjust
BOS 那交易费率还能变么 EOS\	O O O O O O O O O O commission_adjust
BOS 我新开户，佣金不是宣传的万2.5 EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 手续费千分之2怎么改低些 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 手续费千分之2怎么改低些 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 手续费怎么改 EOS\	O O O O O O O commission_adjust
BOS 为什么我的手续费还那么高 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 我以前调下来的怎么又上去了 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 你好，手续费好贵啊 EOS\	O O O O O O O O O O commission_adjust
BOS 我朋友国金、国信才万2.5 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 你好。请问我的交易税减了吗 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 能不能帮我查下我这户是多少钱的交易费用 EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 如何申请降低佣金 EOS\	O O O O O O O O O commission_adjust
BOS 佣金可以更改吗 EOS\	O O O O O O O O commission_adjust
BOS 嗯，我刚才算了一下我的交易手续费是万8，可是现在网上开户的手续费都是万3左右，请问我该怎么办？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我要求降低交易费 EOS\	O O O O O O O O O commission_adjust
BOS wo de jiao yi shouxu fei 0.3% ru he jiangdi EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 老子六年的千三了 EOS\	O O O O O O O O O commission_adjust
BOS 你好，我的帐户交易费很高，如何申请降低交易佣金%3F: EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我想申请降佣金 EOS\	O O O O O O O O commission_adjust
BOS 调整手续费，需要自己去营业厅吗 EOS\	O O O O O O O O O O O O O O O O commission_adjust
BOS 这个费用能减少么，别的证券都是10000/2了 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 怎样降低交易费，现在不都是很低了吗 EOS\	O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我的佣金怎么这么贵 EOS\	O O O O O O O O O O commission_adjust
BOS 以前的户佣金可以调吗 EOS\	O O O O O O O O O O O commission_adjust
BOS 我的佣金是千分之2吧，怎样梦能降低佣金 EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你们的手续费怎么那么高？不是万2.5吗～怎么我的是千分之三的 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我原来用账户能降低吗 EOS\	O O O O O O O O O O O commission_adjust
BOS 什么条件下能降交易佣金 EOS\	O O O O O O O O O O O O commission_adjust
BOS 我的佣金可以降一降吗 EOS\	O O O O O O O O O O O commission_adjust
BOS 哦，可以降多少啊 EOS\	O O O O O O O O O commission_adjust
BOS 佣金最低能降低多少 EOS\	O O O O O O O O O O commission_adjust
BOS 现在佣金太高了 EOS\	O O O O O O O O commission_adjust
BOS 能降佣金吗 EOS\	O O O O O O commission_adjust
BOS 怎么降佣金？ EOS\	O O O O O O O commission_adjust
BOS 麻烦问一下我的佣金比例能不能给降点 EOS\	O O O O O O O O O O O O O O O O O O commission_adjust
BOS 降低佣金 EOS\	O O O O O commission_adjust
BOS 不是最近降低佣金费用了么？ EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 开户的时候他说是千分之一点五点的扣钱 EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 降佣金什么意思  不懂 EOS\	O O O O O O O O O O O O commission_adjust
BOS 菏泽申请降低佣金的电话是多少 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 怎么降佣金？ EOS\	O O O O O O O commission_adjust
BOS 各不相同 你们应该降佣金了 最高都万三了 EOS\	O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我觉得我的佣金有点高，能降吗？ EOS\	O O O O O O O O O O O O O O O O commission_adjust
BOS 我是老用户，佣金高，可以降些吗 EOS\	O O O O O O O O O O O O O O O O commission_adjust
BOS 请问佣金可以降么，千三太高了 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 佣金怎么这么高 EOS\	O O O O O O O O commission_adjust
BOS 可以降低佣金吗？ EOS\	O O O O O O O O O commission_adjust
BOS 请问中泰佣金降了吗 EOS\	O O O O O O O O O O commission_adjust
BOS 哦，好的。还有我现在的佣金是万9，想降低的话需要怎么弄 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 电话可不可以降低佣金 EOS\	O O O O O O O O O O O commission_adjust
BOS 电话可不可以降低佣金 EOS\	O O O O O O O O O O O commission_adjust
BOS 我都开户七八年了 这么高佣金太坑人了 EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 如何降低佣金标准？ EOS\	O O O O O O O O O O commission_adjust
BOS 我现在的佣金费率是多少以及最低可以降到多少 EOS\	O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 能查到我的佣金是多少吗？如何降低佣金呢？ EOS\	O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 可否将我的交易佣金降为万分之二？如果不行，我准备转到国海 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 怎样降低交易佣金 EOS\	O O O O O O O O O commission_adjust
BOS 你好我的佣金还能降低么 EOS\	O O O O O O O O O O O O commission_adjust
BOS 你好，我这个账户佣金可以降到万三吗？现在资金都在银河证券，想转回来 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 咱家最低交易佣金是多少 EOS\	O O O O O O O O O O O O commission_adjust
BOS 最低降到多少 EOS\	O O O O O O O commission_adjust
BOS 怎么可以把佣金降低一点 EOS\	O O O O O O O O O O O O commission_adjust
BOS 你好，降低佣金哪里可以申请？ EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 我是新开帐户怎样把佣金降到万三 EOS\	O O O O O O O O O O O O O O O O commission_adjust
BOS 我现在这个，收费太高了 EOS\	O O O O O O O O O O O O commission_adjust
BOS 怎么降低手续费 EOS\	O O O O O O O O commission_adjust
BOS 我想请问一下，手续费能否降低点 EOS\	O O O O O O O O O O O O O O O O commission_adjust
BOS 我要降低佣金！ EOS\	O O O O O O O O commission_adjust
BOS 佣金还能给降么 EOS\	O O O O O O O O commission_adjust
BOS 怎么降佣金啊，别人都万二五，我还是万五 EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你好！我的佣金是万15，现在好多券商都是万三了，怎么才能降低佣金啊？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 听说现在佣金和税费降价了，有这事吗？ EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 佣金应该扣多少，怎么样降低我佣金的 EOS\	O O O O O O O O O O O O O O O O O O commission_adjust
BOS 如何联系营业部降低佣金 EOS\	O O O O O O O O O O O O commission_adjust
BOS 我是老用户了，07年开户的，反而不降？ EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 佣金还能降低吗 EOS\	O O O O O O O O commission_adjust
BOS 人家西部证券万分之三 EOS\	O O O O O O O O O O O commission_adjust
BOS 你好，我是湖北人，两个月前在网上开通了中泰账户，朋友说我的佣金太高，要我转户。我不想转，请问能不能帮我降下佣金。 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 能不能降成万二或者二点五 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 怎么我的税费都没减下来，上次有申请了，你们在忽悠人？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我要降佣金 EOS\	O O O O O O commission_adjust
BOS 我要降佣金 EOS\	O O O O O O commission_adjust
BOS 申请降低佣金。。。 EOS\	O O O O O O O O O O commission_adjust
BOS 现在佣金万分之24.太高！！ EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 降佣金必须去柜台吗 EOS\	O O O O O O O O O O commission_adjust
BOS 请问我现在的佣金是千三去营业部能降吗 EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 能降到万三吗？ EOS\	O O O O O O O O commission_adjust
BOS 佣金手续费都降了，为什么我的手续还那么高？ EOS\	O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 可以调低佣金？？ EOS\	O O O O O O O O O commission_adjust
BOS 如何调整佣金 EOS\	O O O O O O O commission_adjust
BOS 你们营业部能调低多少 EOS\	O O O O O O O O O O O commission_adjust
BOS 我想问一下我的佣金是多少，还可以降吗 EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我的佣金费用什么时候降到万3 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 原账户佣金太高 EOS\	O O O O O O O O commission_adjust
BOS 为什么我的佣金不是却2、5 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 佣金可以降低吗 EOS\	O O O O O O O O commission_adjust
BOS 佣金可以降低吗 EOS\	O O O O O O O O commission_adjust
BOS 能降低一下佣金么 EOS\	O O O O O O O O O commission_adjust
BOS 我的交易佣金还能降低吗 EOS\	O O O O O O O O O O O O commission_adjust
BOS 我的佣金能降嘛？ EOS\	O O O O O O O O O commission_adjust
BOS 我的佣金能降嘛 EOS\	O O O O O O O O commission_adjust
BOS 那我只能在申请一个了 都赔那么多了 佣金也不降 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 您能给我降低佣金率吗 EOS\	O O O O O O O O O O O commission_adjust
BOS 我的交易费用高啊 EOS\	O O O O O O O O O commission_adjust
BOS 那我的交易费可以降下来吗 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 什么情况降低交易费 EOS\	O O O O O O O O O O commission_adjust
BOS 佣金能降低点么 EOS\	O O O O O O O O commission_adjust
BOS 中泰交易费率是3‰能下调吗别的证券公司都是万分之五甚至万分之二点五也太高了 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 降佣金？ EOS\	O O O O O commission_adjust
BOS 别的证券公司佣金有的降至万分之二点五了，难道你们想让别的证券公司把客户拉走吗%3F EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 高出十倍多的佣金让人心里是不平衡的 EOS\	O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我现在佣金千分之三，可以降低吗？ EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 我现在佣金千分之三，可是降低吗？ EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 调整一下佣金 EOS\	O O O O O O O commission_adjust
BOS 如果我的高了可以降低不 EOS\	O O O O O O O O O O O O commission_adjust
BOS 交易税率高 EOS\	O O O O O O commission_adjust
BOS 开到别的地方万3 EOS\	O O O O O O O O O commission_adjust
BOS 主要想降低交易税金 EOS\	O O O O O O O O O O commission_adjust
BOS 怎么降低啊 EOS\	O O O O O O commission_adjust
BOS 能不能降到2.5呢？ EOS\	O O O O O O O O O O O commission_adjust
BOS 12年开的户，最近才开始入市，佣金万分之17 ，怎么修改降低佣金 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 如何修改佣金？ EOS\	O O O O O O O O commission_adjust
BOS 你们的佣金太高了。现在都是万2.5 EOS\	O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你们的佣金太高。交易一次就要60多。隔壁的华泰证券才10块钱。 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 能不能给我降呢 EOS\	O O O O O O O O commission_adjust
BOS 能降低佣金吗 EOS\	O O O O O O O commission_adjust
BOS 这个能降低吗 EOS\	O O O O O O O commission_adjust
BOS 能降手续费吗 EOS\	O O O O O O O commission_adjust
BOS 如何才能降低交易佣金？ EOS\	O O O O O O O O O O O O commission_adjust
BOS 那可以申请降低佣金吗 EOS\	O O O O O O O O O O O commission_adjust
BOS 我一问，立马讲给我降，并说需要我提出才可调佣金，客服是为客户服务的吧？未通知不说，建议我去掉手机业务 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 怎么降低佣金？？ EOS\	O O O O O O O O O commission_adjust
BOS 还能给降低吗  别的地方是万分之五 EOS\	O O O O O O O O O O O O O O O O O O commission_adjust
BOS 以前在营业厅开的户，手续费是多少，现在是多少，可不可降低手续费 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 现在能降低手续费么 EOS\	O O O O O O O O O O commission_adjust
